batu@BatuCompu:~/Documents/metodos_numericos_y_optimizacion/Proyecto/Pruebas$ ./givens_paralelo.out 
Nombre del archivo que contiene la matriz:matriz_d.txt
Ingresa el número de filas de matriz:50
Ingresa el número de columnas de la matriz:50

Imprimimos la matriz A
-33.912145	-65.797992	16.714385	44.381969	-59.777693	11.305565	41.127667	87.118458	34.472547	29.694667	31.917943	61.242841	-41.024144	-16.308879	18.147794	-87.932905	85.364539	90.349928	-34.263950	34.537118	-30.741964	-3.989207	8.771871	42.346242	5.806410	25.892994	10.237397	-83.836561	-68.443588	89.319069	76.299197	-15.563288	-79.191534	-0.897459	20.191506	76.015422	91.168942	93.459604	40.384896	82.287123	63.313230	100.578861	-68.626038	20.193610	-33.013628	25.287371	-79.797755	-0.946910	-47.079003	11.854318	
-93.182087	-77.828961	-58.365860	73.997790	-98.901361	-80.789522	59.741499	30.280587	-60.209413	-86.246025	-10.340591	-58.943297	18.044512	84.971280	-17.491429	18.781074	9.696877	-95.309860	63.607161	-76.501228	-1.263468	-29.942733	-39.339893	75.780551	87.264311	-19.442413	23.322107	36.235709	72.137808	55.874672	35.094952	-17.492148	-19.900778	-16.664503	47.582945	-93.213814	53.644542	9.427654	55.658355	-20.524280	90.716656	-18.832681	45.049306	11.154680	51.480008	8.023653	-47.856909	-43.706811	-55.960432	-15.274876	
2.099226	88.049941	91.574532	-46.837664	68.410499	-19.303858	67.310821	-93.258525	78.136935	-20.332132	-72.174276	5.808584	94.834250	-11.613747	-3.000073	-87.900840	97.066345	38.145530	-23.128809	-62.744916	32.007825	-42.130604	42.110045	-19.304104	-48.254910	65.607146	63.557476	-37.085776	71.352784	19.740189	32.241173	10.005152	17.477933	62.220527	-82.234143	10.534915	31.273669	-26.561581	61.712204	-65.233550	37.281201	95.145813	-44.700509	47.581206	-78.423018	95.979360	-4.083137	-58.635992	-75.821491	22.480705	
-69.390932	-76.421454	53.068223	-30.382253	67.129312	41.770375	-72.095673	59.615307	33.978319	-18.307520	46.877960	86.818533	52.248510	76.165539	-91.830296	34.481030	6.300161	-56.750857	81.363379	14.694209	66.375505	-39.335063	-86.129722	-60.612814	-55.468736	37.835489	-40.380396	-37.678891	-80.019969	83.396501	-100.869790	-69.904102	-12.233716	-61.914233	42.158027	-43.321741	53.659502	39.756815	44.949699	-48.074436	-61.859972	46.203737	-52.290090	-92.542275	76.928044	74.916835	53.632265	5.283655	9.538811	-33.580193	
-55.194093	42.001326	-32.437871	-27.820189	38.155516	-15.534536	17.715093	75.865723	64.663066	5.338215	72.584093	78.719277	25.734882	91.263489	88.610264	63.888719	-27.188738	-27.823790	10.369666	52.915880	-53.070678	27.285921	43.173536	-64.088044	-33.720652	-62.196316	81.427065	68.396694	62.710864	3.778150	-46.336567	39.686341	-82.611879	-5.321964	42.521192	-28.683777	-40.511917	62.518641	70.043661	-100.190592	29.054584	19.099414	-7.061162	-44.569767	94.922838	93.912963	-64.078419	53.538179	-11.387545	1.622435	
53.274830	29.312154	-87.640373	-94.657538	7.120894	-45.708522	-45.132958	-93.012290	87.756355	-67.068556	-96.452527	61.727010	-79.379277	2.432159	34.809525	88.943948	49.088159	24.001779	-43.282345	-30.894295	76.720107	-98.161774	4.992843	89.106338	-95.744934	-75.012299	-84.334699	53.431853	63.342373	4.634230	-57.240584	89.274997	98.762261	-61.765214	-45.193843	-85.345730	-28.110795	-88.786499	19.692005	12.255417	-22.911080	1.923828	87.458211	-70.833543	32.907132	3.538222	49.690541	27.312596	46.808378	50.656640	
-6.473146	-16.608024	-27.779927	20.549869	-28.083620	5.195379	-27.103593	-1.694957	94.607141	34.250717	-87.166183	-13.813754	81.875751	-6.353852	5.245702	-53.989943	52.732473	90.490747	100.540669	-93.928841	95.945330	80.680867	-18.970187	-90.220807	-22.917913	30.876621	-88.821618	49.223864	79.678630	-94.298007	-34.320025	-51.554675	-36.292384	53.350637	-33.299999	37.349200	96.930108	13.522703	69.285903	-12.708922	-34.890863	73.090778	-12.016705	82.829842	-11.976712	29.133371	-95.757152	-90.958319	79.050814	6.072758	
-42.824005	88.961403	42.326220	97.847798	31.528289	94.598052	39.725001	69.582556	13.399685	-56.681622	-82.906872	42.441055	10.259705	46.422689	33.212645	-46.225418	36.070270	13.574920	53.156701	22.310380	-31.261271	-27.010301	-85.262546	-30.959691	-36.244321	-48.580087	53.659985	-64.553963	63.564333	16.787171	-56.659864	74.155210	71.348433	-79.325100	20.815571	-22.716946	81.889206	-43.843057	-50.343736	87.492716	-50.078821	-97.474220	13.458340	24.891054	-84.284309	-79.197078	-79.859320	-57.198256	94.039502	-88.386081	
91.527396	39.474629	35.720035	-1.069868	41.041220	-27.338572	-35.075822	-90.888726	17.858049	-12.456145	97.947762	29.076431	-20.647039	51.448369	-18.908333	17.443185	43.109495	-26.667074	-46.035384	-87.017750	74.567592	-46.502974	31.623118	53.156755	-4.011406	39.614819	45.631110	93.458140	-3.314604	37.773082	-17.314972	-37.095545	-71.055913	11.201187	-2.823013	-17.066929	35.922399	19.613316	18.745689	90.802093	72.410491	10.935438	-50.521578	55.875132	-68.476574	-70.139552	-36.411139	-77.793332	1.619777	82.256498	
-70.599594	-83.048074	61.318832	99.751547	-25.321689	12.967881	32.193134	-56.552774	96.209236	21.636330	61.931077	77.972374	25.552633	3.814703	-0.763123	83.858628	42.389667	34.713254	72.574812	-44.047536	-76.140354	-80.089036	25.743033	-65.667062	-97.837718	-8.186456	80.109463	98.508659	-2.222631	-66.591288	-37.911708	-22.025145	-38.008980	89.047323	80.074865	-42.907523	-78.085583	77.706644	0.887276	2.813467	-21.429543	74.516898	-3.511512	-90.692704	53.464212	-33.964654	-100.094839	-90.828516	50.365085	-0.997087	
